root@lamp-s-1vcpu-1gb-nyc1-01:~# tcpdump -i eth0 port 22
tcpdump: verbose output suppressed, use -v or -vv for full protocol decode
listening on eth0, link-type EN10MB (Ethernet), capture size 262144 bytes
20:41:02.883443 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 28912:29076, ack 1, win 313, length 164
20:41:02.883577 IP 198.96.85.163.26087 > lamp-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 16984, win 2051, length 0
20:41:02.883703 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 29076:29240, ack 1, win 313, length 164
20:41:02.883846 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 29240:29388, ack 1, win 313, length 148
20:41:02.883976 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 29388:29552, ack 1, win 313, length 164
20:41:02.884028 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 29552:29716, ack 1, win 313, length 164
20:41:02.884177 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 29716:30008, ack 1, win 313, length 292
20:41:02.884302 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 30008:30172, ack 1, win 313, length 164
20:41:02.884444 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 30172:30336, ack 1, win 313, length 164
20:41:02.884590 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 30336:30500, ack 1, win 313, length 164
20:41:02.884741 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 30500:30664, ack 1, win 313, length 164
20:41:02.884863 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 30664:30828, ack 1, win 313, length 164
20:41:02.884985 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 30828:30992, ack 1, win 313, length 164
20:41:02.885097 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 30992:31156, ack 1, win 313, length 164
20:41:02.885265 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 31156:31320, ack 1, win 313, length 164
20:41:02.885419 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 31320:31484, ack 1, win 313, length 164
20:41:02.885554 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 31484:31648, ack 1, win 313, length 164
20:41:02.885595 IP 198.96.85.163.26087 > lamp-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 19944, win 2051, length 0
20:41:02.885749 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 31648:31924, ack 1, win 313, length 276
20:41:02.885880 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 31924:32088, ack 1, win 313, length 164
20:41:02.885993 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 32088:32252, ack 1, win 313, length 164
20:41:02.886140 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 32252:32416, ack 1, win 313, length 164
20:41:02.886316 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 32416:32580, ack 1, win 313, length 164
20:41:02.886432 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 32580:32744, ack 1, win 313, length 164
20:41:02.886551 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 32744:32908, ack 1, win 313, length 164
20:41:02.886700 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 32908:33072, ack 1, win 313, length 164
20:41:02.886848 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 33072:33236, ack 1, win 313, length 164
20:41:02.886972 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 33236:33400, ack 1, win 313, length 164
20:41:02.887090 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 33400:33564, ack 1, win 313, length 164
20:41:02.887206 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 33564:33728, ack 1, win 313, length 164
20:41:02.887316 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 33728:33892, ack 1, win 313, length 164
20:41:02.887455 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 33892:34056, ack 1, win 313, length 164
20:41:02.887600 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 34056:34220, ack 1, win 313, length 164
20:41:02.887729 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 34220:34384, ack 1, win 313, length 164
20:41:02.887852 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 34384:34548, ack 1, win 313, length 164
20:41:02.887965 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 34548:34712, ack 1, win 313, length 164
20:41:02.888109 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 34712:34876, ack 1, win 313, length 164
20:41:02.888251 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 34876:35040, ack 1, win 313, length 164
20:41:02.888370 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 35040:35204, ack 1, win 313, length 164
20:41:02.888485 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 35204:35368, ack 1, win 313, length 164
20:41:02.888619 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 35368:35532, ack 1, win 313, length 164
20:41:02.888776 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 35532:35696, ack 1, win 313, length 164
20:41:02.888916 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 35696:35860, ack 1, win 313, length 164
20:41:02.889048 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 35860:36024, ack 1, win 313, length 164
20:41:02.889182 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 36024:36188, ack 1, win 313, length 164
20:41:02.889320 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 36188:36352, ack 1, win 313, length 164
20:41:02.889467 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 36352:36516, ack 1, win 313, length 164
20:41:02.889617 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 36516:36680, ack 1, win 313, length 164
20:41:02.889756 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 36680:36844, ack 1, win 313, length 164
20:41:02.889875 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 36844:37008, ack 1, win 313, length 164
20:41:02.890006 IP 198.96.85.163.26087 > lamp-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 25192, win 2051, length 0
20:41:02.890030 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 37008:37172, ack 1, win 313, length 164
20:41:02.890245 IP 198.96.85.163.26087 > lamp-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 26504, win 2051, length 0
20:41:02.890391 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 37172:37560, ack 1, win 313, length 388
20:41:02.890527 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 37560:37724, ack 1, win 313, length 164
20:41:02.890647 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 37724:37888, ack 1, win 313, length 164
20:41:02.890762 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 37888:38052, ack 1, win 313, length 164
20:41:02.890889 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 38052:38216, ack 1, win 313, length 164
20:41:02.891036 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 38216:38380, ack 1, win 313, length 164
20:41:02.891173 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 38380:38544, ack 1, win 313, length 164
20:41:02.891297 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 38544:38708, ack 1, win 313, length 164
20:41:02.891437 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 38708:38872, ack 1, win 313, length 164
20:41:02.891574 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 38872:39036, ack 1, win 313, length 164
20:41:02.891731 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 39036:39200, ack 1, win 313, length 164
20:41:02.891884 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 39200:39364, ack 1, win 313, length 164
20:41:02.892020 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 39364:39528, ack 1, win 313, length 164
20:41:02.892135 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 39528:39692, ack 1, win 313, length 164
20:41:02.892255 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 39692:39856, ack 1, win 313, length 164
20:41:02.892393 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 39856:40020, ack 1, win 313, length 164
20:41:02.892539 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 40020:40184, ack 1, win 313, length 164
20:41:02.892660 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 40184:40348, ack 1, win 313, length 164
20:41:02.892779 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 40348:40512, ack 1, win 313, length 164
20:41:02.892922 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 40512:40676, ack 1, win 313, length 164
20:41:02.893047 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 40676:40840, ack 1, win 313, length 164
20:41:02.893189 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 40840:41004, ack 1, win 313, length 164
20:41:02.893348 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 41004:41168, ack 1, win 313, length 164
20:41:02.893469 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 41168:41332, ack 1, win 313, length 164
20:41:02.893590 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 41332:41496, ack 1, win 313, length 164
20:41:02.893723 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 41496:41660, ack 1, win 313, length 164
20:41:02.893884 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 41660:41824, ack 1, win 313, length 164
20:41:02.894037 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 41824:41988, ack 1, win 313, length 164
20:41:02.894169 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 41988:42152, ack 1, win 313, length 164
20:41:02.894324 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 42152:42316, ack 1, win 313, length 164
20:41:02.894458 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 42316:42480, ack 1, win 313, length 164
20:41:02.894609 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 42480:42644, ack 1, win 313, length 164
20:41:02.894730 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 42644:42808, ack 1, win 313, length 164
20:41:02.894842 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 42808:42972, ack 1, win 313, length 164
20:41:02.894986 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 42972:43136, ack 1, win 313, length 164
20:41:02.895114 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 43136:43300, ack 1, win 313, length 164
20:41:02.895250 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 43300:43464, ack 1, win 313, length 164
20:41:02.895402 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 43464:43628, ack 1, win 313, length 164
20:41:02.895521 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 43628:43792, ack 1, win 313, length 164
20:41:02.895637 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 43792:43956, ack 1, win 313, length 164
20:41:02.895769 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 43956:44120, ack 1, win 313, length 164
20:41:02.895919 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 44120:44284, ack 1, win 313, length 164
20:41:02.896073 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 44284:44448, ack 1, win 313, length 164
20:41:02.896207 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 44448:44612, ack 1, win 313, length 164
20:41:02.896323 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 44612:44776, ack 1, win 313, length 164
20:41:02.896437 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 44776:44940, ack 1, win 313, length 164
20:41:02.896596 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 44940:45104, ack 1, win 313, length 164
20:41:02.896740 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 45104:45268, ack 1, win 313, length 164
20:41:02.896885 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 45268:45432, ack 1, win 313, length 164
20:41:02.897008 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 45432:45596, ack 1, win 313, length 164
20:41:02.897157 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 45596:45760, ack 1, win 313, length 164
20:41:02.897335 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 45760:45924, ack 1, win 313, length 164
20:41:02.897487 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 45924:46088, ack 1, win 313, length 164
20:41:02.897612 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 46088:46252, ack 1, win 313, length 164
20:41:02.897728 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 46252:46416, ack 1, win 313, length 164
20:41:02.897854 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 46416:46580, ack 1, win 313, length 164
20:41:02.898001 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 46580:46744, ack 1, win 313, length 164
20:41:02.901949 IP 198.96.85.163.26087 > lamp-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 27928, win 2051, length 0
20:41:02.902030 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 46744:46908, ack 1, win 313, length 164
20:41:02.902343 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 46908:47184, ack 1, win 313, length 276
20:41:02.902532 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 47184:47348, ack 1, win 313, length 164
20:41:02.902667 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 47348:47512, ack 1, win 313, length 164
20:41:02.902776 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 47512:47676, ack 1, win 313, length 164
20:41:02.902877 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 47676:47840, ack 1, win 313, length 164
20:41:02.902978 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 47840:48004, ack 1, win 313, length 164
20:41:02.903073 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 48004:48168, ack 1, win 313, length 164
20:41:02.903186 IP 198.96.85.163.26087 > lamp-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 28912, win 2047, length 0
20:41:02.903276 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 48168:48332, ack 1, win 313, length 164
20:41:02.903460 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 48332:48608, ack 1, win 313, length 276
20:41:02.903574 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 48608:48772, ack 1, win 313, length 164
20:41:02.903708 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 48772:48936, ack 1, win 313, length 164
20:41:02.903821 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 48936:49100, ack 1, win 313, length 164
20:41:02.903916 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 49100:49264, ack 1, win 313, length 164
20:41:02.904015 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 49264:49428, ack 1, win 313, length 164
20:41:02.904173 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 49428:49592, ack 1, win 313, length 164
20:41:02.904308 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 49592:49756, ack 1, win 313, length 164
20:41:02.904409 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 49756:49920, ack 1, win 313, length 164
20:41:02.904506 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 49920:50084, ack 1, win 313, length 164
20:41:02.904607 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 50084:50248, ack 1, win 313, length 164
20:41:02.904713 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 50248:50412, ack 1, win 313, length 164
20:41:02.905369 IP 198.96.85.163.26087 > lamp-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 29388, win 2051, length 0
20:41:02.905412 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 50412:50576, ack 1, win 313, length 164
20:41:02.905616 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 50576:50852, ack 1, win 313, length 276
20:41:02.905774 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 50852:51016, ack 1, win 313, length 164
20:41:02.905881 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 51016:51180, ack 1, win 313, length 164
20:41:02.910318 IP 198.96.85.163.26087 > lamp-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 34876, win 2051, length 0
20:41:02.910374 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 51180:51344, ack 1, win 313, length 164
20:41:02.910532 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 51344:51620, ack 1, win 313, length 276
20:41:02.910650 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 51620:51784, ack 1, win 313, length 164
20:41:02.910738 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 51784:51948, ack 1, win 313, length 164
20:41:02.910822 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 51948:52112, ack 1, win 313, length 164
20:41:02.910852 IP 198.96.85.163.26087 > lamp-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 37172, win 2051, length 0
20:41:02.910971 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 52112:52388, ack 1, win 313, length 276
20:41:02.911062 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 52388:52552, ack 1, win 313, length 164
20:41:02.911182 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 52552:52716, ack 1, win 313, length 164
20:41:02.911326 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 52716:52880, ack 1, win 313, length 164
20:41:02.911469 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 52880:53044, ack 1, win 313, length 164
20:41:02.911588 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 53044:53208, ack 1, win 313, length 164
20:41:02.911701 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 53208:53372, ack 1, win 313, length 164
20:41:02.911795 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 53372:53536, ack 1, win 313, length 164
20:41:02.911875 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 53536:53700, ack 1, win 313, length 164
20:41:02.911957 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 53700:53864, ack 1, win 313, length 164
20:41:02.912023 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 53864:54028, ack 1, win 313, length 164
20:41:02.912165 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 54028:54192, ack 1, win 313, length 164
20:41:02.912327 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 54192:54356, ack 1, win 313, length 164
20:41:02.912465 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 54356:54520, ack 1, win 313, length 164
20:41:02.912622 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 54520:54684, ack 1, win 313, length 164
20:41:02.912721 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 54684:54848, ack 1, win 313, length 164
20:41:02.912806 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 54848:55012, ack 1, win 313, length 164
20:41:02.912887 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 55012:55176, ack 1, win 313, length 164
20:41:02.912970 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 55176:55340, ack 1, win 313, length 164
20:41:02.913051 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 55340:55504, ack 1, win 313, length 164
20:41:02.913186 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 55504:55668, ack 1, win 313, length 164
20:41:02.913262 IP 198.96.85.163.26087 > lamp-s-1vcpu-1gb-nyc1-01.ssh: Flags [.], ack 40512, win 2051, length 0
20:41:02.913393 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 55668:55944, ack 1, win 313, length 276
20:41:02.913520 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 55944:56108, ack 1, win 313, length 164
20:41:02.913647 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 56108:56272, ack 1, win 313, length 164
20:41:02.913740 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 56272:56436, ack 1, win 313, length 164
20:41:02.913824 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 56436:56600, ack 1, win 313, length 164
20:41:02.913905 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 56600:56764, ack 1, win 313, length 164
20:41:02.913986 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 56764:56928, ack 1, win 313, length 164
20:41:02.914066 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 56928:57092, ack 1, win 313, length 164
20:41:02.914146 IP lamp-s-1vcpu-1gb-nyc1-01.ssh > 198.96.85.163.26087: Flags [P.], seq 57092:57256, ack 1, win 313, length 164
